MaintenanceLogID,MachineID,OperatorID,MaintenanceType,StartTime,EndTime,DescriptionOfWork,Cost,Status,MaintenanceDurationHours,IsUnplanned
367,26,11,Predictive,2024-12-28 15:23:43,2024-12-28 22:23:35,Maintenance triggered by predictive analytics / sensor anomaly threshold.,2298.35,Completed,6.998,0
368,30,47,Corrective,2025-05-09 21:16:05,2025-05-10 00:42:36,Corrective repair performed following identified fault or performance degradation.,5649.59,Completed,3.442,1
369,7,23,Preventive,2023-11-20 12:38:28,2023-11-20 15:22:29,Routine scheduled preventive maintenance performed per manufacturer guidelines.,213.99,InProgress,2.734,0
370,25,56,Emergency,2024-03-19 06:30:05,,Unplanned emergency repair following unexpected machine failure.,9734.59,Cancelled,0.0,1
371,7,77,Preventive,2024-03-27 04:40:40,2024-03-27 07:24:45,Routine scheduled preventive maintenance performed per manufacturer guidelines.,508.63,Completed,2.735,0
372,13,25,Preventive,2023-03-08 10:50:24,2023-03-08 14:51:15,Routine scheduled preventive maintenance performed per manufacturer guidelines.,612.71,Completed,4.014,0
373,4,18,Preventive,2023-10-31 02:50:19,2023-10-31 07:47:43,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1404.86,Completed,4.957,0
374,15,76,Emergency,2024-02-23 07:18:31,2024-02-24 02:57:09,Unplanned emergency repair following unexpected machine failure.,5034.48,Completed,19.644,1
375,6,63,Preventive,2024-08-05 13:21:53,2024-08-05 14:48:50,Routine scheduled preventive maintenance performed per manufacturer guidelines.,909.74,Completed,1.449,0
376,23,49,Corrective,2025-06-21 17:55:20,2025-06-22 03:31:26,Corrective repair performed following identified fault or performance degradation.,4111.26,Completed,9.602,1
377,1,78,Corrective,2025-05-06 09:42:50,,Corrective repair performed following identified fault or performance degradation.,1905.9,Scheduled,0.0,1
378,6,74,Predictive,2025-12-28 01:01:16,,Maintenance triggered by predictive analytics / sensor anomaly threshold.,1823.38,Scheduled,0.0,0
379,22,75,Preventive,2024-02-16 18:42:44,,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1013.81,Scheduled,0.0,0
380,10,24,Preventive,2023-09-16 04:17:59,2023-09-16 06:29:05,Routine scheduled preventive maintenance performed per manufacturer guidelines.,251.72,Completed,2.185,0
381,35,49,Predictive,2025-01-21 20:49:52,2025-01-21 23:28:23,Maintenance triggered by predictive analytics / sensor anomaly threshold.,2035.04,InProgress,2.642,0
382,17,13,Corrective,2023-10-17 02:19:27,2023-10-17 08:43:48,Corrective repair performed following identified fault or performance degradation.,2444.94,InProgress,6.406,1
383,13,52,Corrective,2024-09-14 03:11:14,2024-09-14 11:25:15,Corrective repair performed following identified fault or performance degradation.,5668.08,Completed,8.234,1
384,28,37,Predictive,2024-09-21 03:47:18,,Maintenance triggered by predictive analytics / sensor anomaly threshold.,1891.26,Scheduled,0.0,0
385,7,50,Corrective,2024-08-13 09:49:46,2024-08-13 19:00:41,Corrective repair performed following identified fault or performance degradation.,1578.16,Completed,9.182,1
386,3,77,Preventive,2024-02-20 01:48:32,2024-02-20 02:57:16,Routine scheduled preventive maintenance performed per manufacturer guidelines.,797.33,Completed,1.146,0
387,13,47,Preventive,2025-06-09 14:51:54,2025-06-09 16:14:02,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1483.82,Completed,1.369,0
388,2,30,Preventive,2024-08-19 15:38:15,2024-08-19 19:21:28,Routine scheduled preventive maintenance performed per manufacturer guidelines.,914.06,Completed,3.72,0
389,2,38,Preventive,2024-08-17 11:12:41,,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1289.89,Scheduled,0.0,0
390,4,55,Predictive,2024-10-22 01:20:36,2024-10-22 07:09:12,Maintenance triggered by predictive analytics / sensor anomaly threshold.,2215.61,Completed,5.81,0
391,9,34,Corrective,2024-01-01 05:30:12,2024-01-01 12:13:55,Corrective repair performed following identified fault or performance degradation.,4061.99,Completed,6.729,1
392,20,12,Predictive,2025-02-02 06:39:15,2025-02-02 14:34:45,Maintenance triggered by predictive analytics / sensor anomaly threshold.,1625.29,Completed,7.925,0
393,3,69,Corrective,2024-02-09 10:26:52,2024-02-09 14:38:48,Corrective repair performed following identified fault or performance degradation.,3652.65,Completed,4.199,1
394,6,40,Corrective,2024-07-02 08:25:49,2024-07-02 13:52:44,Corrective repair performed following identified fault or performance degradation.,2002.76,Completed,5.449,1
395,17,78,Preventive,2025-06-13 03:21:41,2025-06-13 08:53:09,Routine scheduled preventive maintenance performed per manufacturer guidelines.,791.32,Completed,5.524,0
396,2,36,Corrective,2025-06-23 01:51:25,2025-06-23 11:46:04,Corrective repair performed following identified fault or performance degradation.,2100.89,Completed,9.911,1
397,23,2,Preventive,2025-12-19 01:32:45,2025-12-19 06:53:42,Routine scheduled preventive maintenance performed per manufacturer guidelines.,358.27,Completed,5.349,0
398,33,39,Preventive,2023-12-04 11:53:02,2023-12-04 13:28:24,Routine scheduled preventive maintenance performed per manufacturer guidelines.,871.55,Completed,1.589,0
399,18,4,Preventive,2024-12-18 07:41:12,2024-12-18 13:40:12,Routine scheduled preventive maintenance performed per manufacturer guidelines.,562.88,Completed,5.983,0
400,22,17,Preventive,2023-07-09 19:56:58,2023-07-09 21:13:46,Routine scheduled preventive maintenance performed per manufacturer guidelines.,849.46,Completed,1.28,0
401,23,3,Corrective,2024-10-06 22:20:42,2024-10-07 05:31:36,Corrective repair performed following identified fault or performance degradation.,4052.32,Completed,7.182,1
402,1,60,Predictive,2023-01-19 00:49:28,2023-01-19 07:08:24,Maintenance triggered by predictive analytics / sensor anomaly threshold.,3848.35,Completed,6.316,0
403,22,42,Corrective,2023-07-13 06:20:33,2023-07-13 18:08:38,Corrective repair performed following identified fault or performance degradation.,5014.13,Completed,11.801,1
404,22,55,Corrective,2024-07-27 17:33:09,2024-07-27 23:21:16,Corrective repair performed following identified fault or performance degradation.,4614.03,Completed,5.802,1
405,11,9,Corrective,2023-09-03 16:24:43,2023-09-03 21:34:42,Corrective repair performed following identified fault or performance degradation.,1122.94,Completed,5.166,1
406,12,75,Preventive,2024-05-22 11:57:02,2024-05-22 15:51:07,Routine scheduled preventive maintenance performed per manufacturer guidelines.,224.28,Completed,3.901,0
407,16,13,Preventive,2024-04-17 09:29:03,2024-04-17 14:35:10,Routine scheduled preventive maintenance performed per manufacturer guidelines.,708.22,Completed,5.102,0
408,28,75,Preventive,2025-05-05 05:38:47,2025-05-05 11:05:50,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1212.51,Completed,5.451,0
409,24,6,Preventive,2025-06-16 12:10:40,2025-06-16 17:30:33,Routine scheduled preventive maintenance performed per manufacturer guidelines.,470.57,Completed,5.331,0
410,1,33,Preventive,2023-03-15 11:06:46,2023-03-15 15:37:16,Routine scheduled preventive maintenance performed per manufacturer guidelines.,702.21,Completed,4.508,0
411,29,62,Corrective,2025-05-20 20:03:32,,Corrective repair performed following identified fault or performance degradation.,2956.42,Scheduled,0.0,1
412,18,59,Preventive,2025-06-19 14:26:41,2025-06-19 15:40:06,Routine scheduled preventive maintenance performed per manufacturer guidelines.,273.82,Completed,1.224,0
413,25,36,Preventive,2024-08-23 07:38:52,2024-08-23 11:15:26,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1269.96,Completed,3.609,0
414,31,41,Preventive,2025-12-19 17:02:55,2025-12-19 22:48:39,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1356.77,Completed,5.762,0
415,26,67,Preventive,2023-12-22 06:23:50,,Routine scheduled preventive maintenance performed per manufacturer guidelines.,482.26,Cancelled,0.0,0
416,12,64,Preventive,2023-06-09 02:39:46,2023-06-09 08:07:09,Routine scheduled preventive maintenance performed per manufacturer guidelines.,395.68,InProgress,5.456,0
417,4,57,Preventive,2024-10-08 01:03:36,2024-10-08 03:15:03,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1265.56,Completed,2.191,0
418,29,68,Preventive,2025-05-14 02:11:04,2025-05-14 04:36:36,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1134.44,Completed,2.426,0
419,6,21,Corrective,2024-03-11 18:49:35,2024-03-12 04:18:01,Corrective repair performed following identified fault or performance degradation.,2615.25,Completed,9.474,1
420,13,29,Corrective,2025-09-10 08:36:08,,Corrective repair performed following identified fault or performance degradation.,1849.7,Scheduled,0.0,1
421,14,61,Corrective,2023-12-11 12:19:11,2023-12-11 20:08:12,Corrective repair performed following identified fault or performance degradation.,4244.93,Completed,7.817,1
422,27,77,Predictive,2024-10-07 05:13:44,2024-10-07 07:03:05,Maintenance triggered by predictive analytics / sensor anomaly threshold.,3750.47,Completed,1.822,0
423,29,48,Predictive,2025-11-28 02:14:21,,Maintenance triggered by predictive analytics / sensor anomaly threshold.,2986.35,Scheduled,0.0,0
424,12,77,Predictive,2025-07-28 18:57:35,2025-07-28 21:42:16,Maintenance triggered by predictive analytics / sensor anomaly threshold.,3692.27,Completed,2.745,0
425,28,22,Preventive,2023-04-25 23:08:42,2023-04-26 00:39:41,Routine scheduled preventive maintenance performed per manufacturer guidelines.,245.53,Completed,1.516,0
426,10,18,Preventive,2025-02-22 16:36:52,2025-02-22 21:18:58,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1386.77,Completed,4.702,0
427,6,65,Corrective,2023-03-03 09:11:06,,Corrective repair performed following identified fault or performance degradation.,2276.05,Scheduled,0.0,1
428,6,73,Preventive,2025-12-30 13:15:39,2025-12-30 14:33:48,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1364.78,Completed,1.302,0
429,17,26,Corrective,2025-10-28 23:20:51,2025-10-29 08:54:29,Corrective repair performed following identified fault or performance degradation.,1686.48,Completed,9.561,1
430,1,39,Preventive,2024-10-30 23:32:07,,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1217.79,Scheduled,0.0,0
431,3,13,Preventive,2023-04-27 20:37:07,2023-04-27 23:31:25,Routine scheduled preventive maintenance performed per manufacturer guidelines.,297.79,Completed,2.905,0
432,29,67,Corrective,2024-11-21 23:33:04,2024-11-22 06:19:26,Corrective repair performed following identified fault or performance degradation.,2389.43,Completed,6.773,1
433,9,3,Preventive,2023-05-21 02:37:57,2023-05-21 08:04:16,Routine scheduled preventive maintenance performed per manufacturer guidelines.,743.69,InProgress,5.439,0
434,28,11,Preventive,2023-04-04 17:30:13,2023-04-04 18:56:13,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1191.61,Completed,1.433,0
435,18,31,Preventive,2025-02-14 00:03:39,,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1067.04,Scheduled,0.0,0
436,2,29,Corrective,2025-10-22 11:55:08,2025-10-22 21:03:50,Corrective repair performed following identified fault or performance degradation.,4369.28,Completed,9.145,1
437,7,43,Preventive,2023-06-26 22:57:28,,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1346.62,Scheduled,0.0,0
438,19,20,Corrective,2023-02-15 06:52:47,2023-02-15 18:17:27,Corrective repair performed following identified fault or performance degradation.,1100.36,InProgress,11.411,1
439,21,16,Preventive,2024-01-13 16:14:12,2024-01-13 17:52:46,Routine scheduled preventive maintenance performed per manufacturer guidelines.,480.53,Completed,1.643,0
440,30,23,Preventive,2023-07-06 23:52:16,2023-07-07 03:27:23,Routine scheduled preventive maintenance performed per manufacturer guidelines.,811.88,Completed,3.585,0
441,29,45,Preventive,2025-10-31 10:26:44,2025-10-31 14:22:34,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1076.54,Completed,3.931,0
442,8,64,Corrective,2025-09-27 05:36:20,2025-09-27 09:45:25,Corrective repair performed following identified fault or performance degradation.,1760.66,Completed,4.151,1
443,14,7,Preventive,2024-07-07 14:19:49,2024-07-07 15:21:54,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1360.03,InProgress,1.035,0
444,11,52,Preventive,2024-04-15 23:04:09,2024-04-16 03:06:59,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1170.33,Completed,4.047,0
445,31,42,Emergency,2025-08-25 07:54:14,2025-08-25 20:03:17,Unplanned emergency repair following unexpected machine failure.,8417.1,InProgress,12.151,1
446,12,71,Emergency,2024-12-23 08:54:15,2024-12-23 17:35:01,Unplanned emergency repair following unexpected machine failure.,8966.28,InProgress,8.679,1
447,29,37,Predictive,2025-07-02 21:07:35,,Maintenance triggered by predictive analytics / sensor anomaly threshold.,2035.43,Scheduled,0.0,0
448,24,38,Preventive,2023-03-04 07:56:24,2023-03-04 10:21:26,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1054.37,Completed,2.417,0
449,4,25,Preventive,2023-09-07 21:15:25,2023-09-08 00:14:45,Routine scheduled preventive maintenance performed per manufacturer guidelines.,342.75,Completed,2.989,0
450,20,77,Preventive,2024-05-13 06:49:08,2024-05-13 10:29:25,Routine scheduled preventive maintenance performed per manufacturer guidelines.,830.05,Completed,3.671,0
451,20,9,Corrective,2025-11-11 21:44:05,2025-11-12 07:52:39,Corrective repair performed following identified fault or performance degradation.,4162.09,Completed,10.143,1
452,28,72,Preventive,2024-10-22 04:11:28,2024-10-22 10:00:35,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1204.69,Completed,5.819,0
453,12,8,Preventive,2024-12-24 03:16:25,2024-12-24 08:54:39,Routine scheduled preventive maintenance performed per manufacturer guidelines.,838.1,Completed,5.637,0
454,1,52,Preventive,2025-09-23 07:33:55,2025-09-23 11:37:14,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1207.94,Completed,4.055,0
455,20,36,Preventive,2023-09-17 01:01:39,,Routine scheduled preventive maintenance performed per manufacturer guidelines.,423.15,Cancelled,0.0,0
456,34,45,Corrective,2025-04-15 19:30:08,2025-04-15 22:01:04,Corrective repair performed following identified fault or performance degradation.,3499.43,Completed,2.516,1
457,8,52,Preventive,2025-08-07 19:57:58,,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1016.66,Scheduled,0.0,0
458,35,6,Corrective,2025-08-15 15:13:22,2025-08-15 23:10:15,Corrective repair performed following identified fault or performance degradation.,5972.13,InProgress,7.948,1
459,22,61,Predictive,2025-11-23 23:23:31,,Maintenance triggered by predictive analytics / sensor anomaly threshold.,3269.87,Scheduled,0.0,0
460,33,23,Corrective,2025-05-15 21:42:49,2025-05-16 01:02:07,Corrective repair performed following identified fault or performance degradation.,3936.39,InProgress,3.322,1
461,33,39,Corrective,2024-07-22 03:52:27,2024-07-22 15:00:37,Corrective repair performed following identified fault or performance degradation.,2766.53,Completed,11.136,1
462,35,46,Preventive,2025-03-04 13:12:39,2025-03-04 14:45:04,Routine scheduled preventive maintenance performed per manufacturer guidelines.,363.98,Completed,1.54,0
463,23,44,Corrective,2024-08-04 12:39:56,2024-08-04 19:58:26,Corrective repair performed following identified fault or performance degradation.,4411.82,Completed,7.308,1
464,12,3,Preventive,2025-03-09 01:56:12,2025-03-09 03:54:24,Routine scheduled preventive maintenance performed per manufacturer guidelines.,597.34,Completed,1.97,0
465,17,16,Predictive,2025-12-17 21:37:33,2025-12-18 03:08:37,Maintenance triggered by predictive analytics / sensor anomaly threshold.,1319.76,Completed,5.518,0
466,21,57,Preventive,2024-08-11 12:36:49,2024-08-11 17:05:55,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1272.81,Completed,4.485,0
467,34,42,Corrective,2024-04-28 18:20:50,,Corrective repair performed following identified fault or performance degradation.,3854.99,Cancelled,0.0,1
468,33,21,Preventive,2024-09-13 02:48:54,,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1267.71,Scheduled,0.0,0
469,27,79,Preventive,2025-07-22 21:35:13,,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1446.04,Scheduled,0.0,0
470,9,12,Preventive,2025-06-13 18:18:19,2025-06-13 22:38:47,Routine scheduled preventive maintenance performed per manufacturer guidelines.,542.19,Completed,4.341,0
471,22,4,Emergency,2025-02-23 18:25:05,2025-02-24 12:06:29,Unplanned emergency repair following unexpected machine failure.,11240.01,Completed,17.69,1
472,13,3,Preventive,2025-10-29 10:05:06,2025-10-29 16:01:38,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1309.96,Completed,5.942,0
473,4,62,Corrective,2023-10-21 16:19:57,2023-10-22 01:55:11,Corrective repair performed following identified fault or performance degradation.,4820.88,Completed,9.587,1
474,32,3,Preventive,2024-01-23 01:09:40,,Routine scheduled preventive maintenance performed per manufacturer guidelines.,700.59,Scheduled,0.0,0
475,16,57,Emergency,2025-11-18 16:35:24,2025-11-19 07:22:27,Unplanned emergency repair following unexpected machine failure.,8243.63,Completed,14.784,1
476,27,44,Preventive,2025-10-10 22:28:40,2025-10-11 01:00:15,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1046.71,Completed,2.526,0
477,35,54,Preventive,2023-12-02 15:42:35,2023-12-02 19:25:37,Routine scheduled preventive maintenance performed per manufacturer guidelines.,838.19,Completed,3.717,0
478,19,2,Preventive,2024-05-07 12:04:49,2024-05-07 16:47:06,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1239.92,Completed,4.705,0
479,21,27,Corrective,2024-08-09 11:19:17,,Corrective repair performed following identified fault or performance degradation.,4771.31,Cancelled,0.0,1
480,30,15,Corrective,2023-12-07 09:27:52,2023-12-07 12:38:20,Corrective repair performed following identified fault or performance degradation.,2044.53,Completed,3.174,1
481,12,1,Predictive,2023-02-05 15:03:12,2023-02-05 21:55:14,Maintenance triggered by predictive analytics / sensor anomaly threshold.,3451.18,InProgress,6.867,0
482,8,70,Preventive,2023-11-01 09:53:21,2023-11-01 13:32:24,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1159.67,Completed,3.651,0
483,32,75,Corrective,2023-12-19 08:46:55,2023-12-19 17:04:49,Corrective repair performed following identified fault or performance degradation.,5829.5,Completed,8.298,1
484,11,70,Preventive,2023-06-13 07:38:10,2023-06-13 09:18:57,Routine scheduled preventive maintenance performed per manufacturer guidelines.,321.62,Completed,1.68,0
485,17,55,Preventive,2023-10-10 15:51:00,2023-10-10 21:49:31,Routine scheduled preventive maintenance performed per manufacturer guidelines.,812.12,Completed,5.975,0
486,18,49,Corrective,2024-02-14 10:49:02,2024-02-14 15:43:17,Corrective repair performed following identified fault or performance degradation.,1293.04,Completed,4.904,1
487,27,42,Predictive,2024-06-01 20:46:11,,Maintenance triggered by predictive analytics / sensor anomaly threshold.,1676.2,Scheduled,0.0,0
488,24,78,Corrective,2023-11-03 16:41:09,2023-11-04 02:38:18,Corrective repair performed following identified fault or performance degradation.,1584.25,Completed,9.952,1
489,12,58,Corrective,2025-06-15 02:03:50,2025-06-15 11:38:14,Corrective repair performed following identified fault or performance degradation.,1859.16,Completed,9.573,1
490,23,72,Preventive,2025-03-31 10:33:28,2025-03-31 13:26:39,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1068.43,Completed,2.886,0
491,18,4,Corrective,2025-12-27 13:43:27,2025-12-28 00:06:52,Corrective repair performed following identified fault or performance degradation.,1788.01,Completed,10.39,1
492,33,24,Predictive,2024-07-19 03:06:53,2024-07-19 10:29:19,Maintenance triggered by predictive analytics / sensor anomaly threshold.,1384.9,Completed,7.374,0
493,8,69,Corrective,2024-04-20 08:15:45,,Corrective repair performed following identified fault or performance degradation.,3407.32,Scheduled,0.0,1
494,14,24,Corrective,2023-04-17 04:30:19,2023-04-17 06:55:59,Corrective repair performed following identified fault or performance degradation.,1174.28,Completed,2.428,1
495,31,61,Preventive,2023-07-07 09:56:27,,Routine scheduled preventive maintenance performed per manufacturer guidelines.,923.04,Scheduled,0.0,0
496,22,29,Corrective,2024-01-12 04:10:00,2024-01-12 13:46:21,Corrective repair performed following identified fault or performance degradation.,3226.88,Completed,9.606,1
497,19,57,Corrective,2024-08-30 06:51:12,2024-08-30 18:04:24,Corrective repair performed following identified fault or performance degradation.,5860.13,Completed,11.22,1
498,28,39,Corrective,2025-07-28 21:10:51,2025-07-29 03:24:21,Corrective repair performed following identified fault or performance degradation.,3833.62,Completed,6.225,1
499,6,7,Corrective,2025-12-19 07:09:58,,Corrective repair performed following identified fault or performance degradation.,1678.29,Scheduled,0.0,1
500,28,36,Corrective,2025-10-25 04:01:47,2025-10-25 09:10:57,Corrective repair performed following identified fault or performance degradation.,3416.28,Completed,5.153,1
501,1,76,Preventive,2024-06-19 11:27:11,2024-06-19 13:49:01,Routine scheduled preventive maintenance performed per manufacturer guidelines.,792.99,Completed,2.364,0
502,16,31,Preventive,2024-03-05 04:21:01,2024-03-05 09:35:11,Routine scheduled preventive maintenance performed per manufacturer guidelines.,319.09,Completed,5.236,0
503,20,19,Predictive,2023-02-15 02:11:05,,Maintenance triggered by predictive analytics / sensor anomaly threshold.,1613.69,Scheduled,0.0,0
504,27,70,Corrective,2023-11-02 11:26:23,2023-11-02 16:48:46,Corrective repair performed following identified fault or performance degradation.,3106.39,Completed,5.373,1
505,29,77,Predictive,2025-06-22 21:31:48,2025-06-23 01:01:22,Maintenance triggered by predictive analytics / sensor anomaly threshold.,1361.89,Completed,3.493,0
506,25,68,Predictive,2025-02-02 16:22:59,,Maintenance triggered by predictive analytics / sensor anomaly threshold.,528.32,Cancelled,0.0,0
507,27,4,Emergency,2023-03-20 06:49:05,2023-03-20 15:13:19,Unplanned emergency repair following unexpected machine failure.,7112.45,Completed,8.404,1
508,27,21,Corrective,2025-10-31 23:16:04,2025-11-01 01:51:51,Corrective repair performed following identified fault or performance degradation.,2410.58,InProgress,2.596,1
509,8,15,Corrective,2024-09-01 19:54:38,2024-09-02 07:15:51,Corrective repair performed following identified fault or performance degradation.,5152.5,Completed,11.354,1
510,26,56,Corrective,2024-04-09 18:46:29,,Corrective repair performed following identified fault or performance degradation.,3470.14,Scheduled,0.0,1
511,20,31,Corrective,2025-06-23 04:23:02,,Corrective repair performed following identified fault or performance degradation.,1912.87,Scheduled,0.0,1
512,14,58,Preventive,2023-06-15 17:10:42,2023-06-15 20:14:12,Routine scheduled preventive maintenance performed per manufacturer guidelines.,888.25,Completed,3.058,0
513,11,66,Predictive,2025-10-19 02:44:16,2025-10-19 07:36:48,Maintenance triggered by predictive analytics / sensor anomaly threshold.,1360.38,Completed,4.876,0
514,16,68,Predictive,2023-10-04 10:56:45,,Maintenance triggered by predictive analytics / sensor anomaly threshold.,3881.23,Scheduled,0.0,0
515,1,70,Preventive,2025-10-20 01:21:04,2025-10-20 06:02:57,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1183.49,InProgress,4.698,0
516,25,34,Preventive,2025-10-20 17:46:02,2025-10-20 19:34:57,Routine scheduled preventive maintenance performed per manufacturer guidelines.,931.19,Completed,1.815,0
517,16,6,Preventive,2023-11-14 22:50:48,2023-11-15 03:21:57,Routine scheduled preventive maintenance performed per manufacturer guidelines.,995.58,Completed,4.519,0
518,21,16,Corrective,2025-03-29 04:43:42,2025-03-29 15:31:01,Corrective repair performed following identified fault or performance degradation.,4674.76,InProgress,10.789,1
519,4,31,Preventive,2025-09-06 04:42:47,,Routine scheduled preventive maintenance performed per manufacturer guidelines.,216.19,Scheduled,0.0,0
520,35,50,Corrective,2025-09-12 14:48:10,2025-09-12 22:54:34,Corrective repair performed following identified fault or performance degradation.,4786.98,Completed,8.107,1
521,5,30,Preventive,2024-10-28 05:38:55,2024-10-28 11:05:25,Routine scheduled preventive maintenance performed per manufacturer guidelines.,306.68,Completed,5.442,0
522,13,17,Predictive,2025-03-30 20:20:10,,Maintenance triggered by predictive analytics / sensor anomaly threshold.,2759.55,Scheduled,0.0,0
523,11,79,Preventive,2023-03-08 05:46:35,2023-03-08 11:45:31,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1180.48,Completed,5.982,0
524,6,31,Corrective,2023-02-18 14:07:41,2023-02-18 21:24:15,Corrective repair performed following identified fault or performance degradation.,2587.71,Completed,7.276,1
525,6,42,Preventive,2025-11-30 23:28:59,2025-12-01 00:56:42,Routine scheduled preventive maintenance performed per manufacturer guidelines.,794.99,Completed,1.462,0
526,16,65,Preventive,2024-03-18 11:04:33,2024-03-18 15:42:26,Routine scheduled preventive maintenance performed per manufacturer guidelines.,774.51,Completed,4.631,0
527,18,72,Preventive,2024-07-10 06:26:38,,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1414.83,Cancelled,0.0,0
528,29,51,Corrective,2025-08-26 15:03:18,,Corrective repair performed following identified fault or performance degradation.,4446.25,Scheduled,0.0,1
529,3,34,Preventive,2024-04-22 08:05:39,2024-04-22 13:22:51,Routine scheduled preventive maintenance performed per manufacturer guidelines.,685.61,Completed,5.287,0
530,12,27,Preventive,2023-01-28 14:49:56,2023-01-28 20:26:52,Routine scheduled preventive maintenance performed per manufacturer guidelines.,504.21,Completed,5.616,0
531,35,16,Preventive,2024-10-13 23:30:21,2024-10-14 04:34:23,Routine scheduled preventive maintenance performed per manufacturer guidelines.,215.64,Completed,5.067,0
532,6,74,Corrective,2024-09-30 14:52:16,2024-10-01 01:24:36,Corrective repair performed following identified fault or performance degradation.,2563.36,Completed,10.539,1
533,8,30,Preventive,2025-10-03 00:25:54,2025-10-03 04:12:27,Routine scheduled preventive maintenance performed per manufacturer guidelines.,970.67,Completed,3.776,0
534,8,68,Preventive,2023-12-24 20:01:36,2023-12-25 01:47:52,Routine scheduled preventive maintenance performed per manufacturer guidelines.,950.42,InProgress,5.771,0
535,18,21,Preventive,2024-11-18 10:01:11,2024-11-18 12:19:07,Routine scheduled preventive maintenance performed per manufacturer guidelines.,416.7,Completed,2.299,0
536,16,21,Corrective,2025-03-24 06:43:59,2025-03-24 08:55:02,Corrective repair performed following identified fault or performance degradation.,5732.58,Completed,2.184,1
537,4,30,Emergency,2023-03-28 10:28:28,2023-03-29 10:05:39,Unplanned emergency repair following unexpected machine failure.,13402.21,Completed,23.62,1
538,23,79,Predictive,2023-11-14 23:59:25,2023-11-15 01:45:15,Maintenance triggered by predictive analytics / sensor anomaly threshold.,3977.79,InProgress,1.764,0
539,29,41,Preventive,2025-12-06 05:50:14,,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1157.92,Scheduled,0.0,0
540,7,46,Preventive,2024-06-22 06:17:02,2024-06-22 07:50:38,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1401.52,Completed,1.56,0
541,26,47,Preventive,2023-06-13 17:02:50,2023-06-13 21:27:35,Routine scheduled preventive maintenance performed per manufacturer guidelines.,905.31,Completed,4.412,0
542,18,6,Preventive,2023-01-22 01:13:48,2023-01-22 04:20:00,Routine scheduled preventive maintenance performed per manufacturer guidelines.,989.24,Completed,3.103,0
543,8,34,Corrective,2023-11-07 17:50:21,2023-11-07 23:11:07,Corrective repair performed following identified fault or performance degradation.,3797.96,InProgress,5.346,1
544,35,35,Predictive,2025-01-01 05:50:14,2025-01-01 07:13:31,Maintenance triggered by predictive analytics / sensor anomaly threshold.,958.29,Completed,1.388,0
545,28,79,Corrective,2024-07-13 10:56:55,2024-07-13 21:15:49,Corrective repair performed following identified fault or performance degradation.,972.81,Completed,10.315,1
546,4,10,Predictive,2024-03-19 02:59:56,2024-03-19 09:36:44,Maintenance triggered by predictive analytics / sensor anomaly threshold.,1012.8,InProgress,6.613,0
547,19,4,Preventive,2024-02-01 10:09:10,2024-02-01 12:50:46,Routine scheduled preventive maintenance performed per manufacturer guidelines.,219.89,Completed,2.693,0
548,5,69,Predictive,2024-07-11 10:07:42,2024-07-11 13:07:15,Maintenance triggered by predictive analytics / sensor anomaly threshold.,3053.86,Completed,2.992,0
549,33,3,Preventive,2023-06-24 21:37:25,,Routine scheduled preventive maintenance performed per manufacturer guidelines.,632.7,Scheduled,0.0,0
550,32,31,Preventive,2025-12-08 15:04:17,,Routine scheduled preventive maintenance performed per manufacturer guidelines.,638.99,Cancelled,0.0,0
551,27,26,Corrective,2023-05-15 07:13:11,2023-05-15 13:19:25,Corrective repair performed following identified fault or performance degradation.,2864.85,Completed,6.104,1
